graphicID,sofFactionName,graphicFile,sofHullName,sofRaceName,description
4285,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_09.red,,,
4286,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_10.red,,,
4287,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_11.red,,,
4288,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_12.red,,,
4289,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_13.red,,,
4290,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_14.red,,,
4291,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_15.red,,,
4292,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_16.red,,,
4293,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_17.red,,,
4294,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_18.red,,,
4295,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_19.red,,,
4296,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_20.red,,,
4297,,res:/dx9/model/WorldObject/Planet/Template_HI/Ocean/P_Ocean_21.red,,,
4298,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_01.red,,,
4299,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_02.red,,,
4300,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_03.red,,,
4301,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_04.red,,,
4302,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_05.red,,,
4303,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_06.red,,,
4304,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_07.red,,,
4305,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_08.red,,,
4306,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_09.red,,,
4307,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_10.red,,,
4308,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_11.red,,,
4309,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_12.red,,,
4310,,res:/dx9/model/WorldObject/Planet/Template_HI/Plasma/P_Plasma_13.red,,,
4311,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_01.red,,,
4312,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_02.red,,,
4313,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_03.red,,,
4314,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_04.red,,,
4315,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_05.red,,,
4316,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_06.red,,,
4317,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_07.red,,,
4318,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_08.red,,,
4319,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_09.red,,,
4320,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_10.red,,,
4321,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_11.red,,,
4322,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_12.red,,,
4323,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_13.red,,,
4324,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_14.red,,,
4325,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_15.red,,,
4326,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_16.red,,,
4327,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_17.red,,,
4328,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_18.red,,,
4329,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_19.red,,,
4330,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_20.red,,,
4331,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_21.red,,,
4332,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_22.red,,,
4333,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_23.red,,,
4334,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_24.red,,,
4335,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_25.red,,,
4336,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_26.red,,,
4337,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_27.red,,,
4338,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_28.red,,,
4339,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_29.red,,,
4340,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_30.red,,,
4341,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_31.red,,,
4342,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_32.red,,,
4343,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_33.red,,,
4344,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_34.red,,,
4345,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_35.red,,,
4346,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_36.red,,,
4347,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_37.red,,,
4348,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_38.red,,,
4349,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_39.red,,,
4350,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_40.red,,,
4351,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_41.red,,,
4352,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_42.red,,,
4353,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_43.red,,,
4354,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_44.red,,,
4355,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_45.red,,,
4356,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_46.red,,,
4357,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_47.red,,,
4358,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_48.red,,,
4359,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_49.red,,,
4360,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_50.red,,,
4361,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_51.red,,,
4362,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_52.red,,,
4363,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_53.red,,,
4364,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_54.red,,,
4365,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_55.red,,,
4366,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_56.red,,,
4367,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_57.red,,,
4368,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_58.red,,,
4369,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_59.red,,,
4370,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_60.red,,,
4371,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_61.red,,,
4372,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_62.red,,,
4373,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_63.red,,,
4374,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_64.red,,,
4375,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_65.red,,,
4376,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_66.red,,,
4377,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_67.red,,,
4378,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_68.red,,,
4379,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_69.red,,,
4380,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_70.red,,,
4381,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_71.red,,,
4382,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_72.red,,,
4383,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_73.red,,,
4384,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_74.red,,,
4385,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_75.red,,,
4386,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_77.red,,,
4387,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_78.red,,,
4388,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_79.red,,,
4389,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_80.red,,,
4390,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_81.red,,,
4391,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_82.red,,,
4392,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_83.red,,,
4393,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_84.red,,,
4394,,res:/dx9/model/WorldObject/Planet/Template_HI/SandStorm/P_SandStorm_85.red,,,
4395,,res:/dx9/model/WorldObject/Planet/Template_HI/Shattered/P_Shattered_01.red,,,
4396,,res:/dx9/model/WorldObject/Planet/Template_HI/Shattered/P_Shattered_02.red,,,
4397,,res:/dx9/model/WorldObject/Planet/Template_HI/Shattered/P_Shattered_03.red,,,
4398,,res:/dx9/model/WorldObject/Planet/Template_HI/Shattered/P_Shattered_04.red,,,
4399,,res:/dx9/model/WorldObject/Planet/Template_HI/Shattered/P_Shattered_05.red,,,
4400,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_01.red,,,
4401,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_02.red,,,
4402,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_03.red,,,
4403,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_04.red,,,
4404,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_05.red,,,
4405,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_06.red,,,
4406,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_07.red,,,
4407,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_08.red,,,
4408,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_09.red,,,
4409,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_10.red,,,
4410,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_100.red,,,
4411,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_11.red,,,
4412,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_12.red,,,
4413,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_13.red,,,
4414,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_14.red,,,
4415,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_15.red,,,
4416,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_16.red,,,
4417,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_17.red,,,
4418,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_18.red,,,
4419,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_19.red,,,
4420,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_20.red,,,
4421,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_21.red,,,
4422,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_22.red,,,
4423,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_23.red,,,
4424,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_24.red,,,
4425,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_25.red,,,
4426,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_26.red,,,
4427,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_27.red,,,
4428,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_28.red,,,
4429,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_29.red,,,
4430,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_30.red,,,
4431,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_31.red,,,
4432,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_32.red,,,
4433,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_33.red,,,
4434,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_34.red,,,
4435,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_35.red,,,
4436,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_36.red,,,
4437,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_37.red,,,
4438,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_38.red,,,
4439,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_39.red,,,
4440,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_40.red,,,
4441,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_41.red,,,
4442,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_42.red,,,
4443,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_43.red,,,
4444,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_44.red,,,
4445,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_45.red,,,
4446,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_46.red,,,
4447,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_47.red,,,
4448,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_48.red,,,
4449,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_49.red,,,
4450,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_50.red,,,
4451,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_51.red,,,
4452,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_52.red,,,
4453,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_53.red,,,
4454,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_54.red,,,
4455,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_55.red,,,
4456,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_56.red,,,
4457,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_57.red,,,
4458,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_58.red,,,
4459,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_59.red,,,
4460,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_60.red,,,
4461,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_61.red,,,
4462,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_62.red,,,
4463,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_63.red,,,
4464,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_64.red,,,
4465,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_65.red,,,
4466,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_66.red,,,
4467,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_67.red,,,
4468,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_68.red,,,
4469,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_69.red,,,
4470,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_70.red,,,
4471,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_71.red,,,
4472,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_72.red,,,
4473,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_73.red,,,
4474,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_74.red,,,
4475,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_75.red,,,
4476,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_76.red,,,
4477,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_77.red,,,
4478,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_78.red,,,
4479,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_79.red,,,
4480,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_80.red,,,
4481,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_81.red,,,
4482,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_82.red,,,
4483,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_83.red,,,
4484,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_84.red,,,
4485,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_85.red,,,
4486,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_86.red,,,
4487,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_87.red,,,
4488,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_88.red,,,
4489,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_89.red,,,
4490,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_90.red,,,
4491,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_91.red,,,
4492,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_92.red,,,
4493,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_93.red,,,
4494,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_94.red,,,
4495,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_95.red,,,
4496,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_96.red,,,
4497,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_97.red,,,
4498,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_98.red,,,
4499,,res:/dx9/model/WorldObject/Planet/Template_HI/Terrestrial/P_Terrestrial_99.red,,,
4500,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_01.red,,,
4501,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_02.red,,,
4502,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_03.red,,,
4503,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_07.red,,,
4504,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_08.red,,,
4505,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_09.red,,,
4506,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_10.red,,,
4507,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_11.red,,,
4508,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_12.red,,,
4509,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_13.red,,,
4510,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_14.red,,,
4511,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_15.red,,,
4512,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_16.red,,,
4513,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_17.red,,,
4514,,res:/dx9/model/WorldObject/Planet/Template_HI/Thunder/p_thunder_18.red,,,
4515,imperial,,ab1_t1,amarr,
4517,science,,conf5_t1,concord,
4522,,res:/dx9/model/Structure/Planetary/Terrestrial/Processing/ProcT_T1/ProcT_T1.red,,generic,
4523,,res:/dx9/model/Structure/Planetary/Terrestrial/Processing/ProcT_T2/ProcT_T2.red,,generic,
4525,,res:/dx9/model/Structure/Planetary/Terrestrial/Processing/ProcT_T4/ProcT_T4.red,,generic,
4528,,res:/dx9/model/Structure/Planetary/Oceanic/Processing/ProcO_T1/ProcO_T1.red,,generic,
4529,,res:/dx9/model/Structure/Planetary/Oceanic/Processing/ProcO_T2/ProcO_T2.red,,generic,
4533,,res:/dx9/model/Structure/Planetary/Hostile/Processing/ProcH_T1/ProcH_T1.red,,generic,
4534,,res:/dx9/model/Structure/Planetary/Hostile/Processing/ProcH_T2/ProcH_T2.red,,generic,
4538,,res:/dx9/model/Structure/Planetary/Gas/Processing/ProcG_T1/ProcG_T1.red,,generic,
4539,,res:/dx9/model/Structure/Planetary/Gas/Processing/ProcG_T2/ProcG_T2.red,,generic,
4543,,res:/dx9/model/Structure/Planetary/Terrestrial/Extractor/ExtT_T1/ExtT_T1.red,,generic,
4544,,res:/dx9/model/Structure/Planetary/Terrestrial/Extractor/ExtT_T2/ExtT_T2.red,,generic,
4545,,res:/dx9/model/Structure/Planetary/Terrestrial/Extractor/ExtT_T3/ExtT_T3.red,,generic,
4546,,res:/dx9/model/Structure/Planetary/Terrestrial/Extractor/ExtT_T4/ExtT_T4.red,,generic,
4548,,res:/dx9/model/Structure/Planetary/Oceanic/Extractor/ExtO_T2/ExtO_T2.red,,generic,
4549,,res:/dx9/model/Structure/Planetary/Oceanic/Extractor/ExtO_T3/ExtO_T3.red,,generic,
4550,,res:/dx9/model/Structure/Planetary/Oceanic/Extractor/ExtO_T4/ExtO_T4.red,,generic,
4551,,res:/dx9/model/Structure/Planetary/Hostile/Extractor/ExtH_T1/ExtH_T1.red,,generic,
4552,,res:/dx9/model/Structure/Planetary/Hostile/Extractor/ExtH_T2/ExtH_T2.red,,generic,
4553,,res:/dx9/model/Structure/Planetary/Hostile/Extractor/ExtH_T3/ExtH_T3.red,,generic,
4555,,res:/dx9/model/Structure/Planetary/Gas/Extractor/ExtG_T1/ExtG_T1.red,,generic,
4559,,res:/dx9/model/Structure/Planetary/Terrestrial/Spaceport/PortT_T1/PortT_T1.red,,generic,
4561,,res:/dx9/model/Structure/Planetary/Oceanic/Spaceport/PortO_T1/PortO_T1.red,,generic,
4563,,res:/dx9/model/Structure/Planetary/Gas/Spaceport/PortG_T1/PortG_T1.red,,generic,
4564,,res:/dx9/model/Structure/Planetary/Hostile/Spaceport/PortH_T1/PortH_T1.red,,generic,
4566,,res:/dx9/model/Structure/Planetary/Terrestrial/Command/CommT_T1/CommT_T1.red,,generic,
4567,,res:/dx9/model/Structure/Planetary/Oceanic/Command/CommO_T1/CommO_T1.red,,generic,
4568,,res:/dx9/model/Structure/Planetary/Hostile/Command/CommH_T1/CommH_T1.red,,generic,
4569,,res:/dx9/model/Structure/Planetary/Gas/Command/CommG_T1/CommG_T1.red,,generic,
4570,,res:/dx9/model/Structure/Planetary/Terrestrial/Storage/StorT_T1/StorT_T1.red,,generic,
4571,,res:/dx9/model/Structure/Planetary/Oceanic/Storage/StorO_T1/StorO_T1.red,,generic,
4572,,res:/dx9/model/Structure/Planetary/Hostile/Storage/StorH_T1/StorH_T1.red,,generic,
4573,,res:/dx9/model/Structure/Planetary/Gas/Storage/StorG_T1/StorG_T1.red,,generic,
4578,debris,,ocontainer01,generic,
4579,genericmetal,,ohangar01,generic,
10006,tournament-viii,,gc4_tournament,gallente,
10013,orebase,,oreb1_t1a,ore,
10026,,res:/dx9/model/WorldObject/Beacon/TrigBeacon01.red,,,
10038,sanshabase,,sca1_t1,sansha,
10039,sanshabase,,sfb1_t1,sansha,
10040,prospecting,,oreb1_t1b,ore,
10097,,res:/dx9/model/Structure/Planetary/Terrestrial/Extractor/ExtT_T5/ExtT_T5.red,,generic,
10670,sanshabase,,sbs1_t1_wreck,sansha,
10674,sanshabase,,sca1_t1_wreck,sansha,
10742,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/TopFrontRimSides.red,,,
10743,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/TopLeftSoftRight.red,,,
10744,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/HighKeyRight.red,,,
10745,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/TopRightRimSides.red,,,
10746,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/SoftCenterRimSides.red,,,
10747,,res:/Graphics/Character/Global/PaperdollSettings/LightSettings/MainLeftRimRight.red,,,
