effectID,effectName,effectCategory,preExpression,postExpression,description,guid,iconID,isOffensive,isAssistance,durationAttributeID,trackingSpeedAttributeID,dischargeAttributeID,rangeAttributeID,falloffAttributeID,disallowAutoRepeat,published,displayName,isWarpSafe,rangeChance,electronicChance,propulsionChance,distribution,sfxName,npcUsageChanceAttributeID,npcActivationChanceAttributeID,fittingUsageChanceAttributeID,modifierInfo
4165,shipBonusScanProbeStrengthCF2,0,,,None,,,0,0,,,,,,0,0,shipBonusScanProbeStrengthCF2,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 1371
  modifyingAttributeID: 588
  operation: 6
  skillTypeID: 3412
"
4166,shipBonusScanProbeStrengthMF2,0,,,None,,,0,0,,,,,,0,0,shipBonusScanProbeStrengthMF2,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 1371
  modifyingAttributeID: 587
  operation: 6
  skillTypeID: 3412
"
4167,shipBonusScanProbeStrengthGF2,0,,,None,,,0,0,,,,,,0,0,shipBonusScanProbeStrengthGF2,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 1371
  modifyingAttributeID: 586
  operation: 6
  skillTypeID: 3412
"
4168,eliteBonusCoverOpsScanProbeStrength2,0,,,None,,0,0,0,,,,,,0,0,eliteBonusCoverOpsScanProbeStrength2,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 1371
  modifyingAttributeID: 839
  operation: 6
  skillTypeID: 3412
"
4185,subsystemBonusAmarrOffensiveEnergyWeaponCapacitorNeed,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrOffensiveEnergyWeaponCapacitorNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1434
  operation: 6
  skillTypeID: 3306
"
4187,shipBonusStrategicCruiserAmarrHeatDamage,0,,,None,,0,0,0,,,,,,0,0,shipBonusStrategicCruiserAmarrHeatDamage,0,0,0,0,,,,,,"- domain: shipID
  func: LocationModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1503
  operation: 6
"
4188,shipBonusStrategicCruiserCaldariHeatDamage,0,,,None,,0,0,0,,,,,,0,0,shipBonusStrategicCruiserCaldariHeatDamage,0,0,0,0,,,,,,"- domain: shipID
  func: LocationModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1504
  operation: 6
"
4189,shipBonusStrategicCruiserGallenteHeatDamage,0,,,None,,0,0,0,,,,,,0,0,shipBonusStrategicCruiserGallenteHeatDamage,0,0,0,0,,,,,,"- domain: shipID
  func: LocationModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1505
  operation: 6
"
4190,shipBonusStrategicCruiserMinmatarHeatDamage,0,,,None,,0,0,0,,,,,,0,0,shipBonusStrategicCruiserMinmatarHeatDamage,0,0,0,0,,,,,,"- domain: shipID
  func: LocationModifier
  modifiedAttributeID: 1211
  modifyingAttributeID: 1506
  operation: 6
"
4191,strategicCruiserAmarrSkillLevel1,0,,,None,,0,0,0,,,,,,0,0,strategicCruiserAmarrSkillLevel1,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1503
  modifyingAttributeID: 280
  operation: 0
"
4192,strategicCruiserCaldariSkillLevel1,0,,,None,,0,0,0,,,,,,0,0,strategicCruiserCaldariSkillLevel1,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1504
  modifyingAttributeID: 280
  operation: 0
"
4193,strategicCruiserGallenteSkillLevel1,0,,,None,,0,0,0,,,,,,0,0,strategicCruiserGallenteSkillLevel1,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1505
  modifyingAttributeID: 280
  operation: 0
"
4194,strategicCruiserMinmatarSkillLevel1,0,,,None,,0,0,0,,,,,,0,0,strategicCruiserMinmatarSkillLevel1,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 1506
  modifyingAttributeID: 280
  operation: 0
"
4195,subsystemSkillLevelAmarrDefensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelAmarrDefensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 954
  modifiedAttributeID: 1507
  modifyingAttributeID: 280
  operation: 0
"
4196,subsystemSkillLevelCaldariDefensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelCaldariDefensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 954
  modifiedAttributeID: 1516
  modifyingAttributeID: 280
  operation: 0
"
4197,subsystemSkillLevelGallenteDefensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelGallenteDefensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 954
  modifiedAttributeID: 1517
  modifyingAttributeID: 280
  operation: 0
"
4198,subsystemSkillLevelMinmatarDefensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelMinmatarDefensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 954
  modifiedAttributeID: 1526
  modifyingAttributeID: 280
  operation: 0
"
4199,subsystemSkillLevelMinmatarElectronic2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelMinmatarElectronic2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 955
  modifiedAttributeID: 1524
  modifyingAttributeID: 280
  operation: 0
"
4200,subsystemSkillLevelGallenteElectronic2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelGallenteElectronic2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 955
  modifiedAttributeID: 1518
  modifyingAttributeID: 280
  operation: 0
"
4201,subsystemSkillLevelCaldariElectronic2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelCaldariElectronic2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 955
  modifiedAttributeID: 1514
  modifyingAttributeID: 280
  operation: 0
"
4202,subsystemSkillLevelAmarrElectronic2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelAmarrElectronic2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 955
  modifiedAttributeID: 1508
  modifyingAttributeID: 280
  operation: 0
"
4203,subsystemSkillLevelAmarrEngineering2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelAmarrEngineering2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 958
  modifiedAttributeID: 1509
  modifyingAttributeID: 280
  operation: 0
"
4204,subsystemSkillLevelCaldariEngineering2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelCaldariEngineering2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 958
  modifiedAttributeID: 1515
  modifyingAttributeID: 280
  operation: 0
"
4205,subsystemSkillLevelGallenteEngineering2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelGallenteEngineering2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 958
  modifiedAttributeID: 1519
  modifyingAttributeID: 280
  operation: 0
"
4206,subsystemSkillLevelMinmatarEngineering2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelMinmatarEngineering2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 958
  modifiedAttributeID: 1525
  modifyingAttributeID: 280
  operation: 0
"
4207,subsystemSkillLevelMinmatarOffensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelMinmatarOffensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 956
  modifiedAttributeID: 1522
  modifyingAttributeID: 280
  operation: 0
"
4208,subsystemSkillLevelGallenteOffensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelGallenteOffensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 956
  modifiedAttributeID: 1521
  modifyingAttributeID: 280
  operation: 0
"
4209,subsystemSkillLevelCaldariOffensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelCaldariOffensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 956
  modifiedAttributeID: 1510
  modifyingAttributeID: 280
  operation: 0
"
4210,subsystemSkillLevelAmarrOffensive2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelAmarrOffensive2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 956
  modifiedAttributeID: 1511
  modifyingAttributeID: 280
  operation: 0
"
4211,subsystemSkillLevelAmarrPropulsion2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelAmarrPropulsion2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 957
  modifiedAttributeID: 1512
  modifyingAttributeID: 280
  operation: 0
"
4212,subsystemSkillLevelCaldariPropulsion2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelCaldariPropulsion2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 957
  modifiedAttributeID: 1513
  modifyingAttributeID: 280
  operation: 0
"
4213,subsystemSkillLevelGallentePropulsion2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelGallentePropulsion2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 957
  modifiedAttributeID: 1520
  modifyingAttributeID: 280
  operation: 0
"
4214,subsystemSkillLevelMinmatarPropulsion2,0,,,None,,0,0,0,,,,,,0,0,subsystemSkillLevelMinmatarPropulsion2,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 957
  modifiedAttributeID: 1523
  modifyingAttributeID: 280
  operation: 0
"
4215,subsystemBonusAmarrOffensive2EnergyWeaponCapacitorNeed,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrOffensive2EnergyWeaponCapacitorNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1511
  operation: 6
  skillTypeID: 3306
"
4216,subsystemBonusAmarrCore2EnergyVampireAmount,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrCore2EnergyVampireAmount,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 68
  modifiedAttributeID: 90
  modifyingAttributeID: 1509
  operation: 6
"
4217,subsystemBonusAmarrCore2EnergyDestabilizerAmount,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrCore2EnergyDestabilizerAmount,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 71
  modifiedAttributeID: 97
  modifyingAttributeID: 1509
  operation: 6
"
4240,modifyArmorResonancePassivePreAssignment,0,,,None,,,0,0,,,,,,0,0,modifyArmorResonancePassivePreAssignment,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 1419
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 1418
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 1421
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 1420
  operation: -1
"
4247,modifyShieldResonancePassivePreAssignment,0,,,None,,,0,0,,,,,,0,0,modifyShieldResonancePassivePreAssignment,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 271
  modifyingAttributeID: 1423
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 272
  modifyingAttributeID: 1422
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 273
  modifyingAttributeID: 1424
  operation: -1
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 274
  modifyingAttributeID: 1425
  operation: -1
"
4248,subsystemBonusCaldariOffensive2MissileLauncherKineticDamage,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariOffensive2MissileLauncherKineticDamage,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1510
  operation: 6
  skillTypeID: 3321
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1510
  operation: 6
  skillTypeID: 3324
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 1510
  operation: 6
  skillTypeID: 25719
"
4250,subsystemBonusGallenteOffensiveDroneDamageHP,0,,,None,,,0,0,,,,,,0,0,subsystemBonusGallenteOffensiveDroneDamageHP,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 1439
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 1439
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 1439
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1439
  operation: 6
  skillTypeID: 3436
"
4251,subsystemBonusMinmatarOffensive2ProjectileWeaponDamageMultiplier,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensive2ProjectileWeaponDamageMultiplier,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1522
  operation: 6
  skillTypeID: 3305
"
4253,subsystemBonusMinmatarOffensive2ProjectileWeaponROF,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensive2ProjectileWeaponROF,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 51
  modifyingAttributeID: 1522
  operation: 6
  skillTypeID: 3305
"
4256,subsystemBonusMinmatarOffensive2MissileLauncherROF,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensive2MissileLauncherROF,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 511
  modifiedAttributeID: 51
  modifyingAttributeID: 1522
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 771
  modifiedAttributeID: 51
  modifyingAttributeID: 1522
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 510
  modifiedAttributeID: 51
  modifyingAttributeID: 1522
  operation: 6
"
4257,subsystemBonusMinmatarOffensiveAssaultMissileLauncherROF,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensiveAssaultMissileLauncherROF,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 511
  modifiedAttributeID: 51
  modifyingAttributeID: 1449
  operation: 6
"
4258,subsystemBonusMinmatarOffensiveHeavyMissileLauncherROF,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensiveHeavyMissileLauncherROF,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 510
  modifiedAttributeID: 51
  modifyingAttributeID: 1449
  operation: 6
"
4259,subsystemBonusMinmatarOffensiveHeavyAssaultMissileLauncherROF,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensiveHeavyAssaultMissileLauncherROF,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 771
  modifiedAttributeID: 51
  modifyingAttributeID: 1449
  operation: 6
"
4260,subsystemBonusAmarrEngineeringPowerOutput,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrEngineeringPowerOutput,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 11
  modifyingAttributeID: 1431
  operation: 6
"
4261,subsystemBonusCaldariEngineeringPowerOutput,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariEngineeringPowerOutput,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 11
  modifyingAttributeID: 1441
  operation: 6
"
4262,subsystemBonusGallenteEngineeringPowerOutput,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteEngineeringPowerOutput,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 11
  modifyingAttributeID: 1436
  operation: 6
"
4263,subsystemBonusMinmatarEngineeringPowerOutput,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarEngineeringPowerOutput,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 11
  modifyingAttributeID: 1446
  operation: 6
"
4264,subsystemBonusMinmatarCoreCapacitorRecharge,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarCoreCapacitorRecharge,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 55
  modifyingAttributeID: 1446
  operation: 6
"
4265,subsystemBonusGallenteCoreCapacitorRecharge,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteCoreCapacitorRecharge,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 55
  modifyingAttributeID: 1436
  operation: 6
"
4266,subsystemBonusCaldariEngineeringCapacitorRecharge,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariEngineeringCapacitorRecharge,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 55
  modifyingAttributeID: 1441
  operation: 6
"
4267,subsystemBonusAmarrEngineeringCapacitorRecharge,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrEngineeringCapacitorRecharge,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 55
  modifyingAttributeID: 1431
  operation: 6
"
4269,subsystemBonusAmarrCore3ScanResolution,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrCore3ScanResolution,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 564
  modifyingAttributeID: 2681
  operation: 6
"
4270,subsystemBonusMinmatarCore3ScanResolution,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarCore3ScanResolution,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 564
  modifyingAttributeID: 2687
  operation: 6
"
4271,subsystemBonusCaldariCore2MaxTargetingRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariCore2MaxTargetingRange,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 76
  modifyingAttributeID: 1515
  operation: 6
"
4272,subsystemBonusGallenteCore2MaxTargetingRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteCore2MaxTargetingRange,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 76
  modifyingAttributeID: 1519
  operation: 6
"
4273,subsystemBonusGallenteCore2WarpScrambleRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteCore2WarpScrambleRange,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 52
  modifiedAttributeID: 54
  modifyingAttributeID: 1519
  operation: 6
"
4274,subsystemBonusMinmatarCore2StasisWebifierRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarCore2StasisWebifierRange,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 65
  modifiedAttributeID: 54
  modifyingAttributeID: 1525
  operation: 6
"
4275,subsystemBonusCaldariPropulsion2WarpSpeed,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariPropulsion2WarpSpeed,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 600
  modifyingAttributeID: 1513
  operation: 6
"
4277,subsystemBonusGallentePropulsionWarpCapacitor,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallentePropulsionWarpCapacitor,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 153
  modifyingAttributeID: 1440
  operation: 6
"
4278,subsystemBonusGallentePropulsion2WarpSpeed,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallentePropulsion2WarpSpeed,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 600
  modifyingAttributeID: 1520
  operation: 6
"
4280,systemAgility,7,,,None,,0,0,0,,,,,,0,0,systemAgility,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 70
  modifyingAttributeID: 169
  operation: 4
"
4281,modifyShipAgilityPassivePreAssignment,0,,,None,,0,0,0,,,,,,0,0,modifyShipAgilityPassivePreAssignment,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 70
  modifyingAttributeID: 70
  operation: -1
"
4282,subsystemBonusGallenteOffensive2HybridWeaponDamageMultiplier,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteOffensive2HybridWeaponDamageMultiplier,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1521
  operation: 6
  skillTypeID: 3304
"
4283,subsystemBonusCaldariOffensive2HybridWeaponDamageMultiplier,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariOffensive2HybridWeaponDamageMultiplier,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1510
  operation: 6
  skillTypeID: 3304
"
4286,subsystemBonusAmarrOffensive2RemoteArmorRepairCapUse,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrOffensive2RemoteArmorRepairCapUse,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1511
  operation: 6
  skillTypeID: 16069
"
4288,subsystemBonusGallenteOffensive2RemoteArmorRepairCapUse,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteOffensive2RemoteArmorRepairCapUse,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1521
  operation: 6
  skillTypeID: 16069
"
4290,subsystemBonusMinmatarOffensive2RemoteRepCapUse,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusMinmatarOffensive2RemoteRepCapUse,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1522
  operation: 6
  skillTypeID: 3422
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1522
  operation: 6
  skillTypeID: 16069
"
4292,subsystemBonusCaldariOffensive2RemoteShieldBoosterCapUse,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariOffensive2RemoteShieldBoosterCapUse,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 1510
  operation: 6
  skillTypeID: 3422
"
4317,subsystemBonusGallenteEngineeringDroneHP,0,,,None,,,0,0,,,,,,0,0,subsystemBonusGallenteEngineeringDroneHP,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 1436
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 1436
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 1436
  operation: 6
  skillTypeID: 3436
"
4320,subsystemBonusGallenteEngineering2DroneMWD,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteEngineering2DroneMWD,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 1519
  operation: 6
  skillTypeID: 3436
"
4321,subsystemBonusCaldariCore2ECMStrengthRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariCore2ECMStrengthRange,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 54
  modifyingAttributeID: 1515
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 241
  modifyingAttributeID: 1515
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 240
  modifyingAttributeID: 1515
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 239
  modifyingAttributeID: 1515
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 201
  modifiedAttributeID: 238
  modifyingAttributeID: 1515
  operation: 6
"
4322,subsystemBonusAmarrOffensiveDroneDamageMultiplier,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrOffensiveDroneDamageMultiplier,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1434
  operation: 6
  skillTypeID: 3436
"
4327,subsystemBonusAmarrOffensive3DroneDamageHP,0,,,None,,,0,0,,,,,,0,0,subsystemBonusAmarrOffensive3DroneDamageHP,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 1531
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 1531
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 1531
  operation: 6
  skillTypeID: 3436
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1531
  operation: 6
  skillTypeID: 3436
"
4329,subsystemBonusGallenteOffensive3DroneDamageMultiplier,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusGallenteOffensive3DroneDamageMultiplier,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 1532
  operation: 6
  skillTypeID: 3436
"
4330,subsystemBonusAmarrOffensive3EnergyWeaponMaxRange,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusAmarrOffensive3EnergyWeaponMaxRange,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 54
  modifyingAttributeID: 1531
  operation: 6
  skillTypeID: 3306
"
4331,subsystemBonusCaldariOffensive3HMLHAMVelocity,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariOffensive3HMLHAMVelocity,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 1533
  operation: 6
  skillTypeID: 25719
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 1533
  operation: 6
  skillTypeID: 3324
"
4332,subsystemBonusCaldariOffensive3HeavyMissileVelocity,0,,,None,,0,0,0,,,,,,0,0,subsystemBonusCaldariOffensive3HeavyMissileVelocity,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 1533
  operation: 6
  skillTypeID: 3324
"
