corporationID,corporationName,size,extent,solarSystemID,investorID1,investorShares1,investorID2,investorShares2,investorID3,investorShares3,investorID4,investorShares4,friendID,enemyID,publicShares,initialPrice,minSecurity,scattered,fringe,corridor,hub,border,factionID,sizeFactor,stationCount,stationSystemCount,description,iconID
1000089,Kor-Azor Family,M,R,30005038,,,,,,,,,1000085,1000281,100000000,20,1.0,,,,,,500003,,,,"The Kor-Azor have traditionally been in the middle of Amarrian politics, actively trying to find compromises and peaceful solutions to any problem. Their diplomatic style is favored by the public, but has created many powerful enemies that are biding their time.",1505
1000090,Ardishapur Family,M,R,30002231,,,,,,,,,1000068,1000077,100000000,20,1.0,,,,,,500003,,,,"The Ardishapur family is the traditionalists of the royal families. They are conservative and champions of the Amarrian religion. Their domain is in many ways backward, but it is stable and secure.",1506
1000091,Tash-Murkon Family,M,R,30001671,,,,,,,,,1000092,1000085,100000000,20,0.0,,,,,,500003,,,,"The Tash-Murkon family was elevated to the status of a royal family following the departure of the Khanid family. The Tash-Murkons are also outsiders because they are of Udorian ancestry, not true Amarrians. Yet through their vast wealth they have managed to buy themselves to the top.",1507
1000092,Civic Court,L,N,30004078,,,,,,,,,1000082,1000067,100000000,20,1.0,,,,,,500003,,,,"The secular arm of the Amarrian justice system, the Civic Court has always acted in the shadow of the Theology Council. The Civic Court has often become a pawn in the political machinations of more powerful entities, though in latter years it has managed to stay relatively independent.",1508
1000093,Theology Council,L,N,30002270,,,,,,,,,,1000073,100000000,20,2.0,,,,,,500003,,,,"The last great vestige of the religious sect that once ruled the empire, the Theology Council has the same role as the supreme court has in other empires. It also acts a moral police and hunter of heretics, which gives it considerable power within the empire, allowing it to investigate, question and even imprison almost anyone at its whim.",1509
1000094,TransStellar Shipping,H,G,30002706,,,,,,,,,1000111,1000099,26106939313,37,-2.0,,,,,,500004,,,,"The largest shipping company in the world of EVE, TransStellar Shipping offers a cheap and reliable service almost anywhere. Considered the next best thing to InterBus in interstellar shipping, TransStellar Shipping is a stellar example of a big company getting bigger due to pure marketing muscle.",1510
1000095,Federal Freight,L,N,30003039,,,,,,,,,1000097,1000110,13008163265,7,0.0,,,,,,500004,,,,"Even though Federal Freight is smaller than many other shipping companies it is still the most recognized shipping brand within the Federation. The company is old and established and has always concentrated their efforts within the Federation, even at times when it seemed lucrative to expand out of it.",1511
1000096,Inner Zone Shipping,S,C,30003830,,,,,,,,,1000099,1000114,1871612349,11,0.0,,,,,,500013,,,,"Originally a small company specializing in bulk shipping, EverMore purchased a controlling share from the Bank of Luminaire in YC124. Now an expanded Inner Zone also operates as a contractor to the EverMore-owned InterBus, handling many of its employment contracts and administrative operations as part of a complicated web of outsourcing.",1512
1000097,Material Acquisition,L,N,30003570,,,,,,,,,1000102,1000098,19907505957,25,0.0,,,,,,500004,,,,"Material Acquisition has grabbed a sizeable market share in the short time since it was founded, mainly due to its ruthless business practices and tendency to buy out competitors. MA's mother company is Quafe, which has poured money into MA in an attempt to make it the largest mining company in the Federation.",1513
1000098,Astral Mining Inc.,H,N,30005304,,,,,,,,,1000101,1000094,24085829686,29,-1.0,,,,,,500004,,,,"Astral Mining is considered by many the best run mining company in the world of EVE. It is well organized, with well defined surveying, mining and selling divisions that year after year make Astral Mining one of the biggest earners in the corporate world.",1514
1000099,Combined Harvest,L,N,30003574,,,,,,,,,1000117,1000111,9203169014,8,0.0,,,,,,500004,,,,"The main agricultural company in the Federation, Combined Harvest is conservative and passive in nature. It operates solely within the Federation and has no aspirations to muscle in on other markets. However, it is extremely paranoid about its own market share and is willing to go to any length to protect it.",1515
1000100,Quafe Company,H,G,30003025,,,,,,,,,1000119,1000105,27735576787,71,-1.0,,,,,,500004,,,,"One of the largest corporations in the world of EVE, Quafe bases its phenomenal success on their extremely popular Quafe drink. But the company operates in many other fields and its power is such that it has a considerable political clout.",1516
1000101,CreoDron,L,G,30003048,,,,,,,,,1000109,1000115,10729648671,58,0.0,,,,,,500004,,,,"Founded by Old Man Darieux after his return from his fantastic journey to the Ouperia system, CreoDron has been the leading corporation in drone manufacture and development for many years.",1517
1000102,Roden Shipyards,M,N,30005304,,,,,,,,,1000103,1000100,12900108283,18,0.0,,,,,,500004,,,,"Owned by the infamous Jacus Roden, a robber baron and scoundrel if there ever was one. Under his cunning leadership the company has established itself as a leading manufacturer of frigates and shuttles in the Federation. The company also operates a strong R&D division, Roden has been active in hiring the best talents out there, often by prying them from other companies with promises of fame and fortune.",1518
1000103,Allotek Industries,S,C,30003570,,,,,,,,,1000056,1000109,5320985401,5,0.0,,,,,,500004,,,,"Allotek Industries is an offshoot from Roden Shipyards, founded several years ago to develop and manufacture top quality ship modules. Though the company is still in its infancy it already has an impressive product catalog that promises great things for this company in the future.",1519
1000104,Poteque Pharmaceuticals,S,G,30005304,,,,,,,,,1000107,1000122,18049145496,21,0.0,,,,,,500004,,,,"Poteque is one of the leading biotech corporations in the world of EVE. In its rich history it has often worked small miracles in discovering or developing cures for a host of human sicknesses. It is currently embroiled in a top secret research project for the Federal government, the result of which should come to fruitition in the near future.",1520
1000105,Impetus,S,G,30003038,,,,,,,,,1000114,1000116,12153601895,42,0.0,,,,,,500004,,,,"Impetus is the main producer of holo reels in the world of EVE, producing anything from epic historical movies to cheap porn flicks. Impetus has in recent years led the development of instant news arrays, a technology that will revolutionize the news business once complete.",1521
1000106,Egonics Inc.,S,N,30003043,,,,,,,,,1000121,1000118,7821540072,105,0.0,,,,,,500004,,,,"Egonics holds a unique place in the music industry. The company uses a special technology for broadcasting sound, which has become extremely popular, especially amongst the younger generations. Egonics employs its own music makers and can tailor the music to the individual taste of every listener. Not everyone is happy with the Egonics technology and it has been outlawed from the Amarr Empire.",1522
1000107,The Scope,S,G,30003830,,,,,,,,,1000094,1000120,18948735103,47,-1.0,,,,,,500004,,,,"The Scope is the leading news agency in the world of EVE. Though based in the Federation the company takes pride in its total independence and operates separate agencies throughout the world. The Scope swings slightly to the left, but it is conservative enough to be considered a reliable news agency even to the toughest businessmen and politicians.",1523
1000108,Chemal Tech,M,G,30002706,,,,,,,,,1000101,1000102,5212845647,68,0.0,,,,,,500004,,,,Chemal Tech is an established hi-tech company that was at the forefront of electronic warfare technology a few decades back. Though the fortunes of the company have somewhat dimmed since then it still cranks out top quality EW equipment.,1524
1000109,Duvolle Laboratories,M,N,30003048,,,,,,,,,1000101,1000020,4430114320,33,0.0,,,,,,500004,,,,"Duvolle Laboratories is one of these rare companies that focus more on the research than the practical application of their discoveries. Duvolle is engaged in a myriad of R&D, ranging from hi-tech weaponry to nano-robots to cloning equipment.",1525
1000110,FedMart,H,N,30003792,,,,,,,,,1000096,1000102,8822160223,25,0.0,,,,,,500004,,,,"The largest retail corporation in the world of EVE, FedMart is close to having a monopoly within the Federation, something that is of great concern to the Federal administration.",1526
1000111,Aliastra,L,G,30002712,,,,,,,,,1000120,1000100,13927742837,85,0.0,,,,,,500004,,,,"A well-run retail company that has a broad inter-stellar scope, with operations in all the empires. Aliastra has not been able to compete domestically with FedMart, but has seen moderate success in other empires.",1527
1000112,Bank of Luminaire,S,N,30004972,,,,,,,,,1000113,1000121,81682500000,12,1.0,,,,,,500004,,,,"The national bank of the Gallenteans, located on Gallente Prime. The bank has been in operation for many centuries and has a web of vested economical interests throughout the Federation, allowing it to participate or interfere with most aspects of Gallentean society.",1528
1000113,Pend Insurance,M,G,30003792,,,,,,,,,1000110,1000101,7151967631,90,-1.0,,,,,,500004,,,,"Pend Insurance was founded by Pier Ancru some 20 years ago. Ancru is a true Gallentean success story; he comes from a very poor background, but through grit and determination, he rose to the top and is one of the richest people in the Gallente Federation today. His company is mainly an investment firm, though they also act in the role of a traditional bank.",1529
1000114,Garoun Investment Bank,S,N,30003025,,,,,,,,,1000115,1000109,13091805766,39,0.0,,,,,,500004,,,,"The Garoun Investment Bank specializes in funding startup companies, especially in the hi-tech and entertainment sectors. It's owned by Quafe and the media mogul Raphel Bar, who formed it to further their influence in these vital industries.",1530
1000115,University of Caille,T,N,30002715,,,,,,,,,1000108,1000117,100000000,200,1.0,,,,,,500004,,,,"The largest school in the world of EVE, with almost half a million students, the UoC has long acted as a melting pot for cultures and ideas from all over. As befits its status UoC offers a wide range of studies, but is best known for its extensive anthropology department.",1456
1000116,President,S,L,30002676,,,,,,,,,1000105,1000100,100000000,20,2.0,,,,,,500004,,,,The President is the head of the executive branch of the Federal government. In many respects they are the most powerful individual in New Eden. The current President of the Gallente Federation is Celes Aguard.,1532
1000117,Senate,S,C,30004993,,,,,,,,,1000104,1000107,100000000,20,2.0,,,,,,500004,,,,"The Senate is the legislative arm of the Federal government. It also oversees the Federal budget, which gives it great powers. The Senate has often been weakened by factionalism, but the current one has often presented a united front to the President, making his life very hard.",1533
1000118,Supreme Court,S,L,30003014,,,,,,,,,1000100,1000095,100000000,20,2.0,,,,,,500004,,,,"The Supreme Court is the highest judicial institution in the Federation. It makes sure the  Federal constitution is upheld, but it is mainly concerned about the higher truths of authority, striving to make the administration as open and honest as possible.",1534
1000119,Federal Administration,L,N,30004972,,,,,,,,,1000106,1000103,100000000,20,0.0,,,,,,500004,,,,The Federal Administration has greater presence in space than the bureaucratic apparatus of the other empires. This is mainly due to the fact that space travel became a common thing for the ordinary Gallentean citizen much earlier than for the other empires and also because inter-stellar trade is proportionally much larger in the Federation than elsewhere.,1535
1000120,Federation Navy,H,N,30004972,,,,,,,,,1000118,1000106,100000000,20,0.0,,,,,,500004,,,,"The Federation Navy has seen better days, since the end of the war with the Caldari and the thawing in relations with the Amarrians the budget for the Navy has been slashed severely. It still relies on its drone armada to defeat opponents, but ship wise the Federal Navy is lacking.",1536
1000121,Federal Intelligence Office,M,N,30004970,,,,,,,,,1000116,1000097,100000000,20,-2.0,,,,,,500004,,,,The FIO answers directly to the President and its works are shrouded in secrecy and covert operations. It is believed to operate an extensive spy network that is only rivaled by the Jovians.,1537
1000122,Federation Customs,L,N,30004967,,,,,,,,,1000112,1000108,100000000,20,-1.0,,,,,,500004,,,,"With trade, especially inter-stellar trade, such an integral part of Gallentean society, it is no wonder that the Customs office has gained so much power and influence. Goods are constantly flowing in and out of the Federation and the Customs have its hands full in monitoring that everything is done by the book.",1538
1000123,Ammatar Fleet,S,N,30000005,,,,,,,,,1000126,1000051,100000000,20,-2.0,,,,,,500007,,,,"The Amarrians allow the Ammatars to operate their own fleet, knowing that it will be employed against the Minmatars that otherwise would harass the Amarr Empire. The Ammatar Fleet is neither big nor sophisticated, but it's strong enough to keep the Minmatars at bay.",1539
1000124,Archangels,M,G,30001025,,,,,,,,,1000138,1000121,8571729090,38,-10.0,,,,,,500011,,,,"The main arm of the Angel Cartel, the Archangels have no one center of operation, but can be seen roaming the space lanes most everywhere. They are equally adept at piracy, scavenging and smuggling.",1540
1000125,CONCORD,H,G,30005204,,,,,,,,,1000149,1000138,100000000,20,0.0,,,,,,500006,,,,"CONCORD was jointly formed a century ago by all the empires. The intention of it was to foster the fragile relationship between the empires and act as a meeting place where they could discuss their differences and hammer out a compromise solution. CONCORD has since taken on a life of its own, proud of its independence and determined to uphold its duties.",1541
1000126,Ammatar Consulate,T,N,30000001,,,,,,,,,1000078,1000050,100000000,20,0.0,,,,,,500007,,,,"The Ammatars have a semi-sovereign state bound to the Amarr Empire. The Ammatar Consulate is the highest governmental office for the Ammatars and takes care of the general running of the Ammatar state. It is manned by Ammatars, but they all bow to the Ammatar governor, who is an Amarr.",1542
1000127,Guristas,S,R,30001290,,,,,,,,,1000157,1000035,3521324076,51,-10.0,,,,,,500010,,,,The Guristas are a pirate cartel that has harassed the Caldari for some years. The Guristas are led by former members of the Caldari Navy and they are the best organized and most disciplined pirate cartel operating in the outer regions.,1543
1000128,Mordu's Legion,T,L,30002005,,,,,,,,,1000039,1000136,1470560867,21,0.0,,,,,,500018,,,,"Mordu's Legion is a mercenary corporation that operates outside Caldari and Gallente space, hired by respectable companies such as ORE to protect their operation. Originally the members of the legion were mostly Intakis and Caldari, but lately they've started accepting members from most races.",1544
1000129,Outer Ring Excavations,S,R,30004504,,,,,,,,,1000103,1000141,3126463438,93,-1.0,,,,,,500014,,,,"A filthy rich corporation that disassociated itself from the Federation when it tried to encroach on the companies riches. ORE operates mainly in the Outer Ring and Cloud Ring regions, where they have mining installations scattered around in hidden locations, grinding out the most valuable minerals on the market.",1545
1000130,Sisters of EVE,M,G,30001978,,,,,,,,,1000115,1000161,6184368688,80,1.0,,,,,,500016,,,,"The Sisters of EVE are a humanitarian aid organization that is based on religion. The Sisters operate many stations outside empire space where weary travelers can seek refuge. SOE is also engaged in a scientific research project on the EVE gate, which they consider to be the gateway to heaven and are determined to unlock its secrets.",1546
1000131,Society of Conscious Thought,S,R,30002423,,,,,,,,,1000150,1000159,445018472,115,1.0,,,,,,500017,,,,"The Society was formed several centuries ago by a Jovian as a spiritual institution. Since then it has taken on many guises, but today it is mainly known for its excellent schools, which it operates in remote areas around space. These schools are considered the best in the world of EVE and parents everywhere fight to get their children admitted.",1547
1000132,Secure Commerce Commission,S,L,30005204,,,,,,,,,1000032,1000144,100000000,20,1.0,,,,,,500006,,,,The SCC is responsible for regulating and monitoring all trade transactions that take place on space stations. It has agents on all stations that record the transactions and they also offer courier and escrow services to make trade smooth.,1548
1000133,Salvation Angels,S,G,30001048,,,,,,,,,1000145,1000139,3316694839,24,-8.0,,,,,,500011,,,,"The Salvation Angels are the non-combat division of the Angel Cartel. The Salvation Angels are responsible for building and maintaining the Angels stations and space ships. For this, they frequently salvage what they need from the wrecks their fellow Angels have left behind.",1549
1000134,Blood Raiders,S,R,30004709,,,,,,,,,1000160,1000084,7536627283,7,-10.0,,,,,,500012,,,,The Blood Raiders evolved from an ancient Amarrian cult into a gang of cut-throat bandits that revel in killing and maiming. They are considered among the most dangerous and depraved of all pirate elements operating in space. CONCORD strongly advises people to stay out of their zones in the Bleak Lands.,1550
1000135,Serpentis Corporation,M,G,30004623,,,,,,,,,1000136,1000120,6628910127,77,-10.0,,,,,,500020,,,,The Serpentis Corporation was initially a Gallentean research firm that evolved into a drug cartel. The Serpentis Corporation is believed to be the biggest producer and distributor of illegal neural boosters. They have employed the Guardian Angels to protect their assets in space.,1551
1000136,Guardian Angels,S,G,30004617,,,,,,,,,1000135,1000149,3946519209,18,-10.0,,,,,,500011,,,,"The Guardian Angels is a division of the Angel Cartel that are today exclusively occupied with guarding Serpentis space stations. The Serpentis Corporation pays the Angel Cartel handsomely for the protection, that is strong enough to keep even the DED at bay.",1552
1000137,DED,M,G,30005204,,,,,,,,,1000125,1000138,100000000,20,-4.0,,,,,,500006,,,,"The police enforcement arm of CONCORD. DED has the responsibility of tracking down known criminals and attacking criminal facilities. They frequently operate outside empire space, wanting criminals to understand that they are nowhere safe from the long arm of the law.",1553
1000138,Dominations,T,G,30001045,,,,,,,,,1000124,1000137,887964714,45,-10.0,,,,,,500011,,,,"The Dominations is the command division of the Angel Cartel. The Dominations are quite elusive and seldom venture far from their bases in the Curse region. Little is known about the identities of the leaders of the Angel Cartel, though it is understood they come from all the races.",1554
1000139,Food Relief,S,C,30001978,,,,,,,,,1000075,1000133,2214134221,31,1.0,,,,,,500016,,,,"Food Relief is the humanitarian aid arm of the Sisters of EVE. The company collects donations from all over the world of EVE and uses them to buy food and medicine, which it then distributes to those in need.",1555
1000140,Genolution,L,G,30002573,,,,,,,,,1000074,1000104,6857247252,90,0.0,,,,,,500017,,,,"Genolution is the leading cloning company in the world of EVE. Not only was it the first company to start offering clones to the public, but since then it has improved the cloning technique considerably, paving the way for others to follow in their footsteps.

In YC118, operation of Genolution was transferred from the Jovian Directorate to the Society of Conscious Thought.",1556
1000141,Guristas Production,T,C,30001291,,,,,,,,,1000160,1000120,497889825,63,-10.0,,,,,,500010,,,,"A recent addition to the Guristas pirate cartel, responsible for maintaining the cartel's fleets and stations. Guristas Production is also believed to be engaged in several top secret research projects, mostly in the missile field.",1557
1000142,Impro,S,G,30002275,,,,,,,,,1000064,1000016,2493420377,104,1.0,,,,,,500017,,,,"Impro is a small hi-tech company that is one of the few Jovian companies to operate outside Jove space. It manufactures mainly electronic hardware, far superior to those produced by the other empires.

In YC118, operation of Impro was transferred from the Jovian Directorate to the Society of Conscious Thought.",1558
1000143,Inner Circle,T,L,30005204,,,,,,,,,1000130,1000134,100000000,20,2.0,,,,,,500006,,,,"Inner Circle is the top level department of CONCORD. The policies of CONCORD are discussed and decided on Inner Circle meetings, which are usually closed to the public. At first the members of the circle were nominated by the empires, but now they rise from the ranks of CONCORD employees. Thus, their loyalty is no longer bound to any one empire, but rather to CONCORD itself.",1559
1000144,Intaki Bank,S,R,30003274,,,,,,,,,1000113,1000119,3726203748,55,-1.0,,,,,,500009,,,,"The Intaki Bank has seen brisk business in the decade since it decided to keep the names on all accounts secret and inaccessible to anyone. Everyone knows that dirty money pours in and out of the bank, but the general consensus of the Syndicate is that if it doesn't provide this service, then someone else will.",1560
1000145,Intaki Commerce,S,R,30003269,,,,,,,,,1000133,1000033,3326567180,29,-2.0,,,,,,500009,,,,"The Syndicate is the biggest black market dealer in the world of EVE, a place where shady traders from the outer regions can meet merchants from empire space. Intaki Commerce handles these transactions, making a nice profit for the Syndicate.",1561
1000146,Intaki Space Police,S,N,30003271,,,,,,,,,1000147,1000127,100000000,20,-2.0,,,,,,500009,,,,"The Syndicate wants their space to be relatively trouble-free, so as to encourage people to visit and spend their money. With empire policing infrequent, they employ their own police force to enforce the peace.",1562
1000147,Intaki Syndicate,M,N,30003271,,,,,,,,,1000116,1000130,6790519972,87,-2.0,,,,,,500009,,,,"Formed by Intaki exiles from the Gallente Federation during the Caldari-Gallente War, the Syndicate has slowly grown in stature and influence. It now serves as an important link between the empires and the illegal elements in the outer regions. Syndicate space is a pirate haven but still retains enough civility to allow pretty much anyone to travel there for business. Its markets are always chock full of contraband goods and illegal wares that are hard or impossible to come by elsewhere. Each Syndicate station is an autonomous entity, but they cooperate on security and information issues. The unofficial leader of the Syndicate is Silphy en Diabel, a former Sister of EVE who returned to Syndicate space to save her family's fortune. Since then she's turned out to be just as resourceful and ruthless as her late father.",1563
1000148,InterBus,L,G,30005203,,,,,,,,,1000125,1000162,19046014879,32,-10.0,,,,,,500013,,,,"InterBus was founded by the four major empires, but has always maintained its neutrality. In this way it grew to be the largest freight company in New Eden, ferrying people and goods to and from any place to any place. InterBus has the best stellar charts and station data of any organization, secrets that they guard carefully. In YC124 the new InterBus CEO, Alexander Ducasse, founded EverMore which became a majority stakeholder in InterBus, making InterBus a private-public partnership.",1564
1000149,Jove Navy,M,N,30001480,,,,,,,,,1000137,1000135,100000000,20,0.0,,,,,,500005,,,,"No one knows how big the Jove Navy is, though judging by the number of Jovians it can't be all that big. Yet it is universally revered and feared, considered the most powerful of all the empire's fleets. Its reputation dates from the Amarr-Jove War when it decimated a whole Amarrian armada in a single battle.",1565
1000150,Jovian Directorate,H,N,30001480,,,,,,,,,1000131,,100000000,20,1.0,,,,,,500005,,,,"The Jovian directorate is believed to be the highest governmental authority in the Jove Empire, though this has never been confirmed or denied by the Jovians. The inner workings of the directorate are also uncertain.",1566
1000151,Khanid Innovation,T,C,30003863,,,,,,,,,1000022,1000157,425979156,60,0.0,,,,,,500008,,,,Khanid Innovation is a hi-tech research firm that has come up with many astounding discoveries in the past few decades. The company has always been at the forefront of weapon research thanks to the urgency in combating the threat of an Amarrian invasion.,1567
1000152,Khanid Transport,T,N,30003863,,,,,,,,,1000072,1000124,958185693,52,-1.0,,,,,,500008,,,,"Khanid Transport is a small shipping company that operates mainly within the Khanid Kingdom. It has also tried its hands at exploration, but there have been no news about its successes or failures in that endeavor.",1568
1000153,Khanid Works,T,C,30003863,,,,,,,,,1000014,1000064,1032287144,38,0.0,,,,,,500008,,,,One of the first things that Khanid II did after separating from the Amarr Empire was to set up a company capable of building a brand new space fleet to deter the Amarrians from invading. Khanid Works cranked its first ship out within weeks and its success is evident as the Amarrians have never invaded the kingdom.,1569
1000154,Nefantar Miner Association,T,R,30000007,,,,,,,,,1000069,1000055,1748562644,25,-3.0,,,,,,500007,,,,"The Nefantar Miner Association is primarily a mining company, but with a strong militaristic overtone. This is because it operates mostly in the areas between Ammatar and Minmatar space. The area has many rich mineral zones, making it coveted by more or less everyone.",1570
1000155,Prosper,S,N,30001480,,,,,,,,,1000034,1000083,2108887941,54,1.0,,,,,,500005,,,,"Prosper is a financial corporation that has in recent years invested in several hi-tech companies around the world. It has never sought a majority ownership in any company and has a policy of non-interference. Nevertheless, most companies welcome their capital with open arms, simply for the prestige that having a Jovian investor gives.",1571
1000156,Royal Khanid Navy,S,N,30003860,,,,,,,,,1000035,1000084,100000000,20,0.0,,,,,,500008,,,,"The Royal Khanid Navy consists of ships designed by the Dark Amarrians themselves, with a bit of help from the Caldari, which the kingdom has always held good relations with. The RKN is not big, but much more hi-tech than that of their cousins the Amarrians.",1572
1000157,Serpentis Inquest,T,C,30004623,,,,,,,,,1000058,1000021,332427989,81,-10.0,,,,,,500020,,,,"Serpentis Inquest is a offspring of the Serpentis Corporation that is also a research company, but instead of focusing on neural boosters Inquest is researching black cyber implants and alternative cloning methods.",1573
1000158,Shapeset,S,N,30001481,,,,,,,,,1000008,1000019,2849223337,101,1.0,,,,,,500005,,,,Shapeset is the main manufacturer of Jovian ships and ship modules. It operates solely within Jovian space and has refused all approaches from abroad to sell the products to non-Jovians.,1574
1000159,The Sanctuary,T,L,30001978,,,,,,,,,1000118,1000093,98610171,20,2.0,,,,,,500016,,,,"The Sanctuary is the center of the science research the Sisters are undertaking on the EVE gate. It also acts as a typical refuge haven as all other SOE stations, but this activity is secondary to its scientific pursuits.",1575
1000160,Thukker Mix,S,G,30000905,,,,,,,,,1000047,1000046,6146531029,11,-5.0,,,,,,500015,,,,"The Thukker tribe is one of the Minmatar tribes. It is nomadic in nature, constantly roaming from one place to another. The closest thing to a home they've got is the Great Wildlands region, where they have several pirate havens.",1576
1000161,True Creations,M,G,30001868,,,,,,,,,1000144,1000125,4934490141,71,-10.0,,,,,,500019,,,,"Despite the fact that Sansha's Nation was destroyed decades ago, remnants still remain in deep space and are in many ways growing in stature. True Creations operate several shipyards that are increasing the number of Sansha's ships roaming space each and every day.",1577
1000162,True Power,S,G,30001868,,,,,,,,,1000134,1000125,1735978274,58,-10.0,,,,,,500019,,,,"True Power is what remains of the military arm of Sansha's Nation. Though it is mainly concerned about protecting the remaining assets of the Nation, it also is engaged in mining and manufacturing operations to maintain its strength.",1578
1000163,Trust Partners,S,G,30000905,,,,,,,,,1000049,1000051,7230378690,10,-5.0,,,,,,500015,,,,"The Thukkers are by many considered to be scoundrels and pirates, but many of them actually operate on the right side of the law. Trust Partners has established itself as a decent shipping and trading company that even respectable empire corporations have started dealing with.",1579
1000164,X-Sense,M,G,30001386,,,,,,,,,1000108,1000135,4323458696,85,0.0,,,,,,500017,,,,"X-Sense manufacture medical equipment that it sells all over the world of EVE. When neural boosters were legal X-Sense was also one of the leaders in that field, though it naturally stopped producing them once they became illegal.

In YC118, operation of X-Sense was transferred from the Jovian Directorate to the Society of Conscious Thought.",1580
1000165,Hedion University,T,N,30005042,,,,,,,,,,,100000000,200,0.0,,,,,,500003,,,,Hedion University's central campus is located on the planet Apha in the Hedion system - the first solar system colonized by the Amarr after their own. The university was founded by spirited and liberal scholars free from the scrutinizing eye of the emperor and his theologians.,10180
1000166,Imperial Academy,T,N,30003489,,,,,,,,,,,100000000,200,0.0,,,,,,500003,,,,"The Imperial Academy is rooted in tradition and generally considered sub-par to the more modern military institutes found in the other empires. However, it is the only one of its kind within the Amarr Empire, thus serving a vital function.",10181
1000167,State War Academy,T,N,30000141,,,,,,,,,,,100000000,200,0.0,,,,,,500001,,,,"The State War Academy was founded shortly after the Caldari State came into being while the war with the Gallente Federation was still in full swing. Due to this, the academy has always had a very combat oriented slant, as opposed to the broader scope of ship handling.",10182
1000168,Federal Navy Academy,T,N,30004971,,,,,,,,,,,100000000,200,0.0,,,,,,500004,,,,"The Federation Navy acts upon a recent policy of upgrading the professionalism of its cadets. The result is a leaner, meaner academy with much stricter entry requirements than before and even stricter tutoring.",10183
1000169,Center for Advanced Studies,T,N,30005305,,,,,,,,,,,100000000,200,0.0,,,,,,500004,,,,Originally conceived as a think-tank for researchers at Chemal Tech the CAS evolved into an independent education facility that today is considered one of the very best technical schools in the world of EVE.,10184
1000170,Republic Military School,T,N,30002547,,,,,,,,,,,100000000,200,0.0,,,,,,500002,,,,"The Republic Military School was for a long time the bastard child of the Minmatar education system - it existed because it was perceived as needed, but it had no support; most military personnel were Gallente trained. But in recent years, as the republic tries to ascertain its total independence, effort has been made to transform the RMS into a top-notch military school.",10185
1000171,Republic University,T,N,30002505,,,,,,,,,,,100000000,200,0.0,,,,,,500002,,,,The Republic University was founded by Minmatar emigrants as a show of support for the fledgling republic shortly after its inception. The school is modeled after the University of Caille and based on the Gallentean education system.,10186
1000172,Pator Tech School,T,N,30003410,,,,,,,,,,,100000000,200,0.0,,,,,,500002,,,,"Pator Tech School was founded on the principle of helping gifted Minmatar children to be better qualified for high-level positions; something the republic was in dire need of when assembling a new government and administration virtually from scratch. This principle has held intact to this day, even if the foundations of the republic were firmly set a long time ago.",10187
1000173,Polaris Corporation,T,L,,,,,,,,,,,,101,0,0.0,,,,,,,,,,"In space, we can hear you scream.",
1000174,Polaris Bug Hunters,T,L,,,,,,,,,,,,1,0,0.0,,,,,,,,,,,
1000175,Polaris Events,T,L,,,,,,,,,,,,1,0,0.0,,,,,,,,,,,
1000176,Pann's Peeps,T,L,,,,,,,,,,,,1,0,0.0,,,,,,,,,,,
1000177,Material Institute,T,N,30001479,,,,,,,,,,,100000000,0,0.0,,,,,,500005,,,,"The Jovians, with all their power and resources, are not always very pragmatic. The Material Institute was founded precisely to combat this. Most Jovians are already well schooled in the technical aspects, but they need some tutoring on the practical application for use in industry and manufacturing.",10192
1000178,Academy of Aggressive Behaviour,T,N,30001482,,,,,,,,,,,100000000,0,0.0,,,,,,500005,,,,"Most Jovians have had their aggressive instincts curbed or even removed through genetic engineering. The Academy for Aggressive Behaviour, responsible for training space cadets, uses the latest in gene therapies to re-introduce the base instincts to their students to ensure the animalistic nature of humans, so important for fighting, is alive and fresh in them.",10191
1000179,24th Imperial Crusade,S,N,30002974,,,,,,,,,1000180,1000182,0,20,0.0,,,,,,500003,,,,"It was us who brought civilization to this dark and perilous world, and it is us who uphold it, with compassion, strength and courage. We need you to help us save the Minmatar from themselves. We will help the lost ones find their way, capsuleer, and we will do it with the deathless force only you can wield.",3369
1000180,State Protectorate,S,N,30045324,,,,,,,,,1000179,1000181,0,20,0.0,,,,,,500001,,,,"We are the State, and we have claimed our long-lost homeland. Now we are at war; united, whole and full of fire and purpose. The State calls you, capsuleer, for it needs your strength and your leadership to fend off the encroaching Gallente menace. The State will not fall. Join us. Fight. Conquer.",3370
1000181,Federal Defense Union,S,N,30003788,,,,,,,,,1000182,1000180,0,20,0.0,,,,,,500004,,,,"The Federation has awoken to the threat, and now its strength shall be tried. We wanted peace, and now we are faced with war, provoked by the destructive Caldari. We need brave pilots to fly into the fray and protect not only the ideals for which we stand, but the Federation that upholds them in these dark times. Join us, capsuleer. With your strength and your conviction we shall endure.",3371
1000182,Tribal Liberation Force,S,N,30002055,,,,,,,,,1000181,1000179,0,20,0.0,,,,,,500002,,,,"The Minmatar heart sings for freedom and the Minmatar soul strives for open skies, but the Minmatar heart has been withering away in captivity. It is now up to you, capsuleer. You hold the power to free our people. You are the heroes of your generation. Join us in the struggle for freedom. Death to Amarr; long live the Minmatar Nation.",3372
